"name","number","description","height","weight","types","abilities","evolution","legendary","mythical","baby","capture","habitat","generation","sprite","shiny"
"snubbull","209","In contrast to its appearance, it’s quite
timid. When playing with other puppy
Pokémon, it sometimes gets bullied.","6","78","fairy","intimidate|run-away|rattled","snubbull|granbull","False","False","False","190","urban","generation-ii","https://projectpokemon.org/images/normal-sprite/snubbull.gif","https://projectpokemon.org/images/shiny-sprite/snubbull.gif"
"granbull","210","Although it’s popular with young people,
Granbull is timid and sensitive, so it’s totally
incompetent as a watchdog.","14","487","fairy","intimidate|quick-feet|rattled","snubbull|granbull","False","False","False","75","urban","generation-ii","https://projectpokemon.org/images/normal-sprite/granbull.gif","https://projectpokemon.org/images/shiny-sprite/granbull.gif"
"qwilfish","211","The small spikes covering its body developed
from scales. They inject a toxin that causes fainting.","5","39","water|poison","poison-point|swift-swim|intimidate","qwilfish","False","False","False","45","sea","generation-ii","https://projectpokemon.org/images/normal-sprite/qwilfish.gif","https://projectpokemon.org/images/shiny-sprite/qwilfish.gif"
"scizor","212","Though its body is slim, Scizor has tremendous
attacking power. Even Scizor’s muscles are made
of metal.","18","1180","bug|steel","swarm|technician|light-metal","scyther|scizor","False","False","False","25","grassland","generation-ii","https://projectpokemon.org/images/normal-sprite/scizor.gif","https://projectpokemon.org/images/shiny-sprite/scizor.gif"
"shuckle","213","The berries stored in its vaselike shell eventually
become a thick, pulpy juice.","6","205","bug|rock","sturdy|gluttony|contrary","shuckle","False","False","False","190","mountain","generation-ii","https://projectpokemon.org/images/normal-sprite/shuckle.gif","https://projectpokemon.org/images/shiny-sprite/shuckle.gif"
"heracross","214","This Pokémon takes pride in its strength, which
allows it to lift things 100 times heavier than
itself with no trouble at all.","15","540","bug|fighting","swarm|guts|moxie","heracross","False","False","False","45","forest","generation-ii","https://projectpokemon.org/images/normal-sprite/heracross.gif","https://projectpokemon.org/images/shiny-sprite/heracross.gif"
"sneasel","215","It has a cunning yet savage disposition.
It waits for parents to leave their nests,
and then it sneaks in to steal their eggs.","9","280","dark|ice","inner-focus|keen-eye|pickpocket","sneasel|weavile","False","False","False","60","forest","generation-ii","https://projectpokemon.org/images/normal-sprite/sneasel.gif","https://projectpokemon.org/images/shiny-sprite/sneasel.gif"
"teddiursa","216","This Pokémon likes to lick its palms that are sweetened by
being soaked in honey. Teddiursa concocts its own honey
by blending fruits and pollen collected by Beedrill.","6","88","normal","pickup|quick-feet|honey-gather","teddiursa|ursaring","False","False","False","120","mountain","generation-ii","https://projectpokemon.org/images/normal-sprite/teddiursa.gif","https://projectpokemon.org/images/shiny-sprite/teddiursa.gif"
"ursaring","217","In the forests inhabited by Ursaring, it is said that there are
many streams and towering trees where they gather food. This
Pokémon walks through its forest gathering food every day.","18","1258","normal","guts|quick-feet|unnerve","teddiursa|ursaring","False","False","False","60","mountain","generation-ii","https://projectpokemon.org/images/normal-sprite/ursaring.gif","https://projectpokemon.org/images/shiny-sprite/ursaring.gif"
"slugma","218","Slugma does not have any blood in its body. Instead, intensely
hot magma circulates throughout this Pokémon’s body,
carrying essential nutrients and oxygen to its organs.","7","350","fire","magma-armor|flame-body|weak-armor","slugma|magcargo","False","False","False","190","mountain","generation-ii","https://projectpokemon.org/images/normal-sprite/slugma.gif","https://projectpokemon.org/images/shiny-sprite/slugma.gif"
"magcargo","219","Magcargo’s body temperature is approximately
18,000 degrees Fahrenheit. Water is vaporized on contact.
If this Pokémon is caught in the rain, the raindrops instantly
turn into steam, cloaking the area in a thick fog.","8","550","fire|rock","magma-armor|flame-body|weak-armor","slugma|magcargo","False","False","False","75","mountain","generation-ii","https://projectpokemon.org/images/normal-sprite/magcargo.gif","https://projectpokemon.org/images/shiny-sprite/magcargo.gif"
"swinub","220","If it smells something enticing, it dashes off
headlong to find the source of the aroma.","4","65","ice|ground","oblivious|snow-cloak|thick-fat","swinub|piloswine|mamoswine","False","False","False","225","cave","generation-ii","https://projectpokemon.org/images/normal-sprite/swinub.gif","https://projectpokemon.org/images/shiny-sprite/swinub.gif"
"piloswine","221","Although its legs are short, its rugged hooves
prevent it from slipping, even on icy ground.","11","558","ice|ground","oblivious|snow-cloak|thick-fat","swinub|piloswine|mamoswine","False","False","False","75","cave","generation-ii","https://projectpokemon.org/images/normal-sprite/piloswine.gif","https://projectpokemon.org/images/shiny-sprite/piloswine.gif"
"corsola","222","These Pokémon live in warm seas.
In prehistoric times, many lived in the
oceans around the Galar region as well.","6","50","water|rock","hustle|natural-cure|regenerator","corsola","False","False","False","60","sea","generation-ii","https://projectpokemon.org/images/normal-sprite/corsola.gif","https://projectpokemon.org/images/shiny-sprite/corsola.gif"
"remoraid","223","Using its dorsal fin as a suction pad, it clings to a
Mantine’s underside to scavenge for leftovers.","6","120","water","hustle|sniper|moody","remoraid|octillery","False","False","False","190","sea","generation-ii","https://projectpokemon.org/images/normal-sprite/remoraid.gif","https://projectpokemon.org/images/shiny-sprite/remoraid.gif"
"octillery","224","It traps enemies with its suction-cupped
tentacles, then smashes them with its
rock-hard head.","9","285","water","suction-cups|sniper|moody","remoraid|octillery","False","False","False","75","sea","generation-ii","https://projectpokemon.org/images/normal-sprite/octillery.gif","https://projectpokemon.org/images/shiny-sprite/octillery.gif"
"delibird","225","It has a generous habit of sharing its food with
people and Pokémon, so it’s always scrounging
around for more food.","9","160","ice|flying","vital-spirit|hustle|insomnia","delibird","False","False","False","45","mountain","generation-ii","https://projectpokemon.org/images/normal-sprite/delibird.gif","https://projectpokemon.org/images/shiny-sprite/delibird.gif"
"mantine","226","As it majestically swims, it doesn’t care if
Remoraid attach to it to scavenge for its leftovers.","21","2200","water|flying","swift-swim|water-absorb|water-veil","mantyke|mantine","False","False","False","25","sea","generation-ii","https://projectpokemon.org/images/normal-sprite/mantine.gif","https://projectpokemon.org/images/shiny-sprite/mantine.gif"
"skarmory","227","People fashion swords from Skarmory’s shed
feathers, so this Pokémon is a popular element
in heraldic designs.","17","505","steel|flying","keen-eye|sturdy|weak-armor","skarmory","False","False","False","25","rough-terrain","generation-ii","https://projectpokemon.org/images/normal-sprite/skarmory.gif","https://projectpokemon.org/images/shiny-sprite/skarmory.gif"
"houndour","228","They make repeated eerie howls before dawn
to call attention to their pack.","6","108","dark|fire","early-bird|flash-fire|unnerve","houndour|houndoom","False","False","False","120","rough-terrain","generation-ii","https://projectpokemon.org/images/normal-sprite/houndour.gif","https://projectpokemon.org/images/shiny-sprite/houndour.gif"
"houndoom","229","Identifiable by its eerie howls, people a long
time ago thought it was the grim reaper and
feared it.","14","350","dark|fire","early-bird|flash-fire|unnerve","houndour|houndoom","False","False","False","45","rough-terrain","generation-ii","https://projectpokemon.org/images/normal-sprite/houndoom.gif","https://projectpokemon.org/images/shiny-sprite/houndoom.gif"
"kingdra","230","Scales shed by this Pokémon have such a
splendorous gleam to them that they’ve been
given to royalty as gifts.","18","1520","water|dragon","swift-swim|sniper|damp","horsea|seadra|kingdra","False","False","False","45","sea","generation-ii","https://projectpokemon.org/images/normal-sprite/kingdra.gif","https://projectpokemon.org/images/shiny-sprite/kingdra.gif"
"phanpy","231","Phanpy uses its long nose to shower itself. When others
gather around, they thoroughly douse each other with water.
These Pokémon can be seen drying their soaking-wet
bodies at the edge of water.","5","335","ground","pickup|sand-veil","phanpy|donphan","False","False","False","120","rough-terrain","generation-ii","https://projectpokemon.org/images/normal-sprite/phanpy.gif","https://projectpokemon.org/images/shiny-sprite/phanpy.gif"
"donphan","232","If Donphan were to tackle with its hard body, even a house
could be destroyed. Using its massive strength, the Pokémon
helps clear rock and mud slides that block mountain trails.","11","1200","ground","sturdy|sand-veil","phanpy|donphan","False","False","False","60","rough-terrain","generation-ii","https://projectpokemon.org/images/normal-sprite/donphan.gif","https://projectpokemon.org/images/shiny-sprite/donphan.gif"
"porygon2","233","After artificial intelligence was implemented in
Porygon2, the Pokémon began using a strange
language that only other Porygon2 understand.","6","325","normal","trace|download|analytic","porygon|porygon2|porygon-z","False","False","False","45","urban","generation-ii","https://projectpokemon.org/images/normal-sprite/porygon2.gif","https://projectpokemon.org/images/shiny-sprite/porygon2.gif"
"stantler","234","Stantler’s magnificent antlers were traded at high prices as
works of art. As a result, this Pokémon was hunted close to
extinction by those who were after the priceless antlers.","14","712","normal","intimidate|frisk|sap-sipper","stantler","False","False","False","45","forest","generation-ii","https://projectpokemon.org/images/normal-sprite/stantler.gif","https://projectpokemon.org/images/shiny-sprite/stantler.gif"
"smeargle","235","It draws symbols with the fluid that oozes from
the tip of its tail. Depending on the symbol,
Smeargle fanatics will pay big money for them.","12","580","normal","own-tempo|technician|moody","smeargle","False","False","False","45","urban","generation-ii","https://projectpokemon.org/images/normal-sprite/smeargle.gif","https://projectpokemon.org/images/shiny-sprite/smeargle.gif"
"tyrogue","236","Even though it is small, it can’t be ignored because
it will slug any handy target without warning.","7","210","fighting","guts|steadfast|vital-spirit","tyrogue|hitmonlee","False","False","True","75","urban","generation-ii","https://projectpokemon.org/images/normal-sprite/tyrogue.gif","https://projectpokemon.org/images/shiny-sprite/tyrogue.gif"
